DecCrimeFedSpending,interestInElection,PRE_IntentVote,Year,Sex,PartyIDRepublican,IncSpendingServices,WeakReligiousAttendence,WorseEconomyView,AbortionRightsSC,Age,EducationLevel,Income,Race,Region,IncDefenseSpending,IncPrivateMedInsurance,RegistrationStatus,Voted,VotePresident,HH_In_Union,MaritalStatus,FedTaxesNotWasted,DecEmphasisOnTraditionalValues,swing_voter
2,1,1,2012.0,2,2,3,5,4,4,56.0,4,3,1,3,4,3,2,1,1,2,3,1,4,False
2,3,2,2012.0,1,7,2,1,5,3,59.0,4,4,1,3,5,7,2,2,2,2,1,1,1,False
1,2,1,2012.0,2,1,4,5,2,4,24.0,2,2,1,3,3,1,1,1,1,2,7,2,5,False
1,3,2,2012.0,2,5,5,1,4,1,73.0,3,3,5,4,6,6,2,2,2,2,3,1,1,False
1,3,2,2012.0,2,7,2,2,5,3,77.0,2,3,1,1,6,5,2,2,2,2,1,1,1,False
1,2,2,2012.0,2,5,3,5,5,4,51.0,2,2,1,1,4,7,2,2,2,2,3,1,2,False
2,1,1,2012.0,1,2,5,5,3,4,65.0,4,3,1,4,4,3,2,2,1,2,3,2,2,False
3,2,1,2012.0,1,4,4,5,3,1,57.0,2,4,1,2,5,3,1,1,1,2,1,2,2,False
1,2,2,2012.0,1,4,2,5,5,2,67.0,2,2,1,2,6,7,2,2,2,2,7,1,1,False
2,3,1,2012.0,1,3,2,1,2,3,78.0,3,3,1,3,5,5,2,2,1,2,1,1,1,False
2,1,1,2012.0,2,4,3,5,0,1,21.0,2,1,3,2,3,2,1,1,1,1,1,3,3,False
2,3,1,2012.0,1,3,4,5,2,3,35.0,4,4,1,3,3,4,2,2,1,2,1,2,5,False
2,3,1,2012.0,1,2,5,2,2,3,57.0,4,5,2,4,4,4,2,1,1,1,1,1,1,False
2,3,2,2012.0,1,7,3,1,3,2,51.0,4,4,1,2,5,4,2,2,2,2,3,1,1,False
1,3,2,2012.0,2,4,3,2,5,2,71.0,3,1,1,4,6,7,2,2,2,2,1,1,1,False
1,3,2,2012.0,2,5,3,5,3,3,66.0,2,3,1,1,5,6,2,2,2,1,1,1,2,False
2,1,1,2012.0,1,1,6,1,2,2,54.0,3,3,2,2,4,3,2,2,1,2,1,3,3,False
2,2,1,2012.0,1,2,3,5,3,4,30.0,3,3,1,2,3,4,2,2,1,2,2,1,2,False
2,1,1,2012.0,1,4,4,4,4,4,72.0,3,4,1,3,5,4,2,2,2,2,1,1,3,True
2,3,1,2012.0,1,1,5,5,2,4,25.0,3,3,5,3,2,1,2,1,1,2,2,2,3,False
2,1,2,2012.0,1,6,1,5,3,2,42.0,4,4,1,3,4,6,2,2,1,2,7,1,4,True
2,3,2,2012.0,1,7,2,5,3,4,41.0,4,4,1,2,6,7,2,2,2,2,5,1,2,False
3,3,2,2012.0,1,7,1,1,4,4,52.0,2,4,1,4,6,7,2,2,2,1,1,1,1,False
1,3,2,2012.0,2,4,4,1,4,1,58.0,4,2,2,2,5,5,2,2,2,2,5,1,1,False
1,1,1,2012.0,2,6,5,5,2,4,50.0,2,2,1,3,5,2,2,1,1,2,1,2,2,False
2,3,1,2012.0,2,3,5,1,3,4,68.0,3,2,1,3,4,3,2,2,1,2,7,1,1,False
3,2,2,2012.0,1,6,1,5,4,4,53.0,4,5,5,3,4,4,2,2,1,2,3,1,4,True
2,3,1,2012.0,1,4,4,3,2,4,58.0,4,5,1,3,3,1,2,2,1,2,1,3,1,False
2,3,1,2012.0,1,1,6,1,1,4,76.0,4,4,1,3,4,1,2,2,1,1,1,3,3,False
2,2,2,2012.0,2,6,2,5,3,4,50.0,4,5,1,2,5,5,2,2,2,1,1,1,2,False
2,3,1,2012.0,2,3,4,3,1,4,53.0,4,4,1,2,3,2,2,2,1,2,1,1,5,False
1,3,1,2012.0,1,1,7,5,2,1,49.0,2,3,1,1,5,2,2,1,1,2,1,1,3,False
2,2,1,2012.0,2,2,4,5,2,3,62.0,2,3,1,3,4,4,2,2,1,2,1,1,3,False
1,2,4,2012.0,2,5,3,5,2,4,32.0,4,4,1,4,4,6,2,2,2,2,1,1,4,True
2,2,2,2012.0,1,6,3,5,3,4,61.0,3,4,1,2,5,6,2,2,2,2,1,1,2,False
1,2,2,2012.0,1,2,2,1,4,1,70.0,2,3,1,1,5,5,2,2,2,2,1,1,1,False
1,2,2,2012.0,2,4,4,3,5,3,52.0,4,4,1,2,5,7,2,2,2,2,1,1,4,False
2,3,2,2012.0,1,5,1,1,5,3,37.0,4,2,1,4,5,7,2,2,2,2,1,1,1,False
3,2,2,2012.0,2,5,1,2,5,2,61.0,2,3,1,2,5,7,2,2,1,1,1,1,1,True
2,2,1,2012.0,1,1,4,5,2,4,52.0,4,1,1,4,3,1,2,2,1,2,2,2,3,False
2,3,2,2012.0,2,7,2,4,2,4,50.0,4,3,1,2,5,7,2,2,2,1,1,1,1,False
1,2,2,2012.0,2,6,4,5,3,4,57.0,4,5,1,1,5,4,2,2,2,2,1,1,5,False
1,3,2,2012.0,1,5,2,5,3,2,66.0,2,3,1,1,5,6,2,2,2,2,1,1,2,False
1,3,1,2012.0,1,1,6,1,3,2,77.0,3,1,2,3,5,1,2,2,1,2,1,1,3,False
2,1,4,2012.0,2,3,3,4,3,4,68.0,2,3,1,2,5,5,2,2,2,2,7,1,2,True
2,3,2,2012.0,1,6,2,5,5,4,35.0,3,4,1,3,5,7,2,2,2,2,1,1,1,False
1,2,1,2012.0,1,1,4,1,2,2,82.0,3,2,1,2,5,4,2,1,1,2,1,1,2,False
2,3,1,2012.0,1,1,5,1,2,4,34.0,4,4,1,3,4,2,2,2,1,1,1,2,3,False
2,3,1,2012.0,1,1,4,1,2,4,66.0,2,3,1,1,4,3,2,2,1,1,1,2,2,False
2,1,4,2012.0,1,1,5,5,3,4,50.0,4,4,1,1,4,1,2,2,1,1,7,2,4,True
2,1,2,2012.0,1,2,1,5,4,1,75.0,2,2,1,3,5,7,2,2,2,1,1,1,1,False
1,3,1,2012.0,2,3,6,5,2,4,65.0,3,1,1,3,5,4,2,2,1,2,3,1,1,False
1,1,1,2012.0,1,4,5,5,4,2,59.0,3,4,5,4,4,4,1,1,1,2,2,1,2,False
1,2,1,2012.0,1,3,1,3,2,4,46.0,3,4,1,2,5,7,2,2,1,1,1,1,1,False
2,2,2,2012.0,2,2,5,2,2,1,77.0,2,3,1,2,4,2,2,2,1,2,1,2,2,True
1,3,2,2012.0,2,6,4,1,5,2,73.0,2,1,1,3,6,5,2,2,2,2,5,1,1,False
3,3,1,2012.0,2,3,7,5,2,4,49.0,3,2,1,4,2,1,2,2,1,1,2,2,4,False
2,2,2,2012.0,2,6,2,1,3,3,59.0,4,3,1,3,5,6,2,2,2,2,3,1,2,False
1,2,2,2012.0,2,4,3,2,2,3,52.0,2,3,1,1,5,3,2,2,2,1,1,1,1,False
1,3,1,2012.0,1,1,5,5,2,4,69.0,3,1,2,1,5,7,2,1,1,1,7,1,2,False
1,2,2,2012.0,2,1,3,5,2,1,65.0,3,3,1,2,5,5,2,2,2,2,5,1,1,False
1,3,1,2012.0,1,3,5,4,2,4,57.0,3,3,1,2,3,1,2,2,1,2,1,2,5,False
2,3,2,2012.0,2,7,1,5,5,4,77.0,4,1,1,3,6,6,2,1,1,2,1,1,1,True
2,3,2,2012.0,1,7,1,5,2,2,69.0,4,4,1,1,6,7,2,2,2,2,1,1,1,False
2,2,1,2012.0,1,4,5,2,2,4,73.0,4,4,1,2,4,4,2,2,1,2,1,2,2,False
2,3,2,2012.0,1,5,2,1,2,2,55.0,4,4,1,3,4,5,2,2,2,2,3,2,2,False
3,3,1,2012.0,1,6,2,5,3,3,69.0,4,5,1,3,5,6,2,2,2,2,1,1,1,True
1,2,1,2012.0,2,2,5,1,2,2,71.0,2,2,1,2,4,5,2,2,1,2,5,1,1,False
2,2,1,2012.0,1,4,4,1,2,4,74.0,3,5,2,3,4,4,2,2,1,2,1,1,2,False
1,3,1,2012.0,1,1,5,5,3,4,71.0,3,3,2,4,4,4,2,2,1,2,3,2,3,False
2,2,1,2012.0,1,5,3,1,3,1,38.0,2,2,1,3,5,4,2,2,2,2,2,1,1,True
1,3,2,2012.0,2,7,5,2,3,2,34.0,4,4,5,3,5,4,2,2,2,2,1,3,4,False
2,2,2,2012.0,1,2,3,1,3,1,71.0,3,3,5,4,4,5,2,2,2,2,1,1,1,False
1,3,1,2012.0,2,1,5,1,2,2,72.0,3,5,2,3,5,7,2,2,1,2,1,1,1,False
2,3,2,2012.0,2,5,2,1,4,2,71.0,4,4,1,3,6,5,2,2,2,2,1,1,1,False
2,3,1,2012.0,2,3,3,3,3,2,34.0,1,4,2,1,5,2,1,1,1,2,3,2,3,False
1,3,1,2012.0,1,1,5,5,2,4,81.0,2,2,1,3,4,3,2,2,1,2,1,3,1,False
2,2,2,2012.0,2,4,3,5,3,4,66.0,2,3,1,3,5,6,2,2,2,2,1,1,2,False
2,3,2,2012.0,2,5,1,5,5,4,55.0,2,2,1,3,4,5,2,2,2,2,3,1,1,False
1,2,2,2012.0,1,5,2,3,5,2,67.0,2,3,1,4,6,5,2,2,2,2,7,1,1,False
1,1,2,2012.0,2,2,5,5,4,4,76.0,2,2,1,1,5,5,2,2,2,2,5,1,1,False
1,3,1,2012.0,1,1,5,1,2,1,53.0,3,3,2,3,3,1,2,2,1,2,4,1,1,False
1,3,2,2012.0,2,5,3,2,2,2,62.0,2,4,1,2,5,4,2,2,2,1,1,1,2,False
1,3,2,2012.0,2,7,2,5,2,3,67.0,4,5,1,4,5,5,2,2,2,2,1,1,1,False
2,2,1,2012.0,2,3,5,5,3,4,47.0,3,4,1,1,4,2,2,2,1,2,1,1,4,False
2,3,2,2012.0,2,5,2,1,3,4,62.0,3,2,1,4,6,7,2,2,2,2,5,1,1,False
2,1,2,2012.0,1,4,2,2,4,2,53.0,3,3,1,2,5,4,2,1,1,2,1,1,2,True
3,1,2,2012.0,2,7,3,1,4,2,25.0,4,1,1,4,5,6,2,1,1,2,2,2,2,True
3,2,2,2012.0,2,4,2,5,3,4,63.0,3,3,1,1,6,4,2,2,2,2,7,1,1,False
2,3,2,2012.0,2,5,3,5,4,4,70.0,4,4,5,4,5,5,2,2,2,2,5,1,2,False
2,2,1,2012.0,2,1,5,1,2,4,70.0,4,4,5,4,5,4,2,2,1,1,1,1,3,False
1,3,2,2012.0,2,7,3,5,4,2,88.0,4,3,1,3,5,5,2,1,1,2,1,1,1,True
2,3,2,2012.0,1,7,3,1,3,2,87.0,4,4,1,4,6,5,2,2,2,2,5,1,1,False
2,2,1,2012.0,1,7,6,5,4,3,67.0,2,2,1,2,6,4,2,2,2,2,1,1,2,True
1,3,1,2012.0,2,2,3,2,3,3,69.0,3,2,1,4,3,6,2,2,1,2,1,1,4,False
3,3,2,2012.0,1,6,3,5,4,4,45.0,4,4,1,1,5,6,2,2,2,1,1,2,3,False
3,2,1,2012.0,1,4,3,5,3,4,42.0,2,1,4,2,4,4,2,2,1,2,3,2,3,False
2,3,1,2012.0,2,3,4,2,3,2,67.0,2,3,1,4,4,4,2,2,1,2,1,2,1,False
2,3,2,2012.0,1,5,2,4,3,3,88.0,3,4,1,3,5,6,2,2,2,2,5,1,1,False
1,3,4,2012.0,2,5,4,5,3,4,57.0,3,1,1,4,4,4,2,1,1,2,1,1,2,True
1,3,1,2012.0,2,1,4,4,3,4,54.0,2,3,2,1,4,3,2,2,1,2,3,1,2,False
1,3,2,2012.0,2,3,4,1,3,2,77.0,2,5,1,1,5,5,2,2,1,2,5,1,2,True
1,0,1,2012.0,1,6,2,1,5,2,55.0,2,1,1,2,5,7,2,2,2,2,1,1,3,True
1,3,1,2012.0,2,3,5,5,3,4,82.0,3,3,1,2,5,3,2,2,1,2,5,1,2,False
2,3,1,2012.0,1,7,1,5,3,4,69.0,3,5,1,3,6,7,2,2,2,2,1,1,1,True
3,3,2,2012.0,1,5,2,1,3,2,60.0,3,3,1,3,5,6,2,2,2,2,1,1,2,False
1,1,1,2012.0,2,1,4,5,3,4,63.0,2,3,1,2,4,2,2,2,1,2,1,1,3,False
1,3,2,2012.0,1,7,3,1,5,4,63.0,4,1,5,4,5,7,2,2,2,2,1,1,1,False
2,3,2,2012.0,2,6,2,2,4,2,62.0,4,4,1,1,5,6,2,2,2,2,1,1,2,False
1,3,1,2012.0,2,1,5,5,5,4,20.0,1,3,2,2,4,7,2,2,1,2,7,3,2,False
2,2,1,2012.0,1,4,4,3,3,3,44.0,4,3,1,3,4,6,2,2,1,2,1,2,3,False
2,2,2,2012.0,2,7,3,1,3,1,33.0,4,3,1,2,6,7,2,2,2,2,1,2,1,False
1,2,1,2012.0,1,2,3,5,3,4,44.0,3,3,5,4,4,3,2,2,1,2,1,1,1,False
1,1,1,2012.0,2,2,4,5,3,4,41.0,2,1,5,1,4,4,2,1,1,1,2,0,2,False
1,1,1,2012.0,1,4,3,5,3,4,74.0,3,1,1,3,5,3,2,1,1,2,3,1,2,False
2,1,4,2012.0,1,4,3,5,4,3,61.0,3,3,3,4,5,3,2,1,1,1,1,1,1,True
2,2,2,2012.0,1,6,2,5,5,3,39.0,3,5,1,3,5,7,2,2,2,2,1,1,3,False
2,2,2,2012.0,1,6,3,1,3,2,67.0,4,4,1,2,6,5,2,2,2,2,1,2,2,False
2,2,1,2012.0,2,3,5,1,3,4,69.0,4,3,1,1,5,5,2,2,1,2,2,2,2,False
3,3,1,2012.0,1,2,7,5,2,4,68.0,3,1,1,3,3,1,2,2,1,2,2,1,3,False
1,2,1,2012.0,2,2,3,5,4,4,53.0,2,3,1,2,4,1,2,1,1,2,3,1,2,False
3,2,1,2012.0,1,4,3,5,2,4,58.0,3,2,1,1,4,4,1,1,1,2,2,1,5,False
1,1,2,2012.0,2,3,1,4,5,3,63.0,3,1,1,4,6,6,2,2,2,1,1,1,1,False
1,3,2,2012.0,1,1,3,4,5,2,59.0,2,2,2,3,6,3,2,2,1,2,1,1,1,True
2,3,2,2012.0,1,7,4,4,3,2,59.0,4,1,1,3,5,5,2,2,2,2,2,3,1,False
1,3,1,2012.0,1,1,4,5,2,4,70.0,1,3,5,4,5,4,2,2,1,1,1,1,2,False
2,2,2,2012.0,1,4,2,4,5,2,64.0,2,3,1,3,5,6,2,2,2,2,1,1,2,False
2,3,1,2012.0,1,3,5,5,2,4,66.0,4,4,1,3,3,1,2,2,1,2,1,3,2,False
2,3,2,2012.0,1,6,2,5,5,4,71.0,4,4,1,2,6,6,2,2,2,2,2,1,2,False
1,1,1,2012.0,1,3,4,4,2,4,69.0,3,4,1,3,5,2,2,1,1,2,1,2,2,False
2,2,1,2012.0,1,3,5,1,2,2,56.0,3,3,2,2,4,5,2,2,1,1,4,1,1,False
1,1,1,2012.0,1,2,5,5,3,4,45.0,3,2,1,1,4,3,1,1,1,2,2,2,3,False
1,3,2,2012.0,1,6,2,1,4,1,81.0,2,3,1,3,6,3,2,2,2,2,1,1,1,False
3,3,1,2012.0,2,1,6,5,2,4,67.0,4,4,1,4,4,1,2,2,1,2,1,1,2,False
2,2,2,2012.0,2,6,2,2,5,2,43.0,4,3,1,2,3,2,2,1,1,2,1,1,1,True
1,2,1,2012.0,1,1,5,1,1,2,52.0,3,4,5,3,4,3,2,2,1,1,1,2,3,False
2,2,2,2012.0,1,5,2,3,3,4,41.0,3,3,5,3,4,4,2,2,2,2,1,1,1,False
1,2,1,2012.0,1,3,4,5,2,4,66.0,4,4,1,1,4,3,2,2,1,2,1,2,4,False
2,2,1,2012.0,2,2,5,5,2,4,65.0,3,2,1,1,5,6,2,2,1,2,3,1,2,False
1,3,2,2012.0,1,7,2,1,4,2,33.0,4,3,1,4,5,5,2,2,2,2,1,1,1,False
2,3,2,2012.0,1,6,3,5,2,4,67.0,4,5,1,3,5,5,2,2,1,2,1,1,2,True
2,3,2,2012.0,2,4,2,3,5,2,73.0,2,2,5,4,6,7,2,2,2,2,5,1,2,False
2,3,1,2012.0,2,1,5,5,2,3,58.0,2,4,1,2,4,2,2,2,1,2,1,2,4,False
1,2,2,2012.0,2,4,4,5,3,4,52.0,4,3,1,1,4,3,2,1,1,1,2,1,3,True
2,2,1,2012.0,2,1,7,5,3,4,52.0,2,3,1,2,4,5,2,2,1,1,1,2,3,False
1,3,1,2012.0,2,6,3,1,5,1,65.0,4,3,1,2,5,6,2,2,2,2,1,1,1,True
2,1,2,2012.0,1,6,1,2,3,1,42.0,4,3,1,2,5,7,2,2,2,2,1,1,1,False
2,3,1,2012.0,2,2,5,5,2,4,54.0,4,1,5,1,4,3,2,2,1,1,1,2,5,False
1,3,1,2012.0,2,2,3,5,2,4,61.0,3,4,1,4,4,4,2,2,1,1,7,1,2,False
2,1,2,2012.0,1,7,2,1,3,1,60.0,3,1,1,4,5,7,2,1,1,1,1,1,1,True
1,1,1,2012.0,2,4,2,5,5,4,26.0,3,1,1,4,4,1,2,1,1,2,1,1,3,False
1,2,1,2012.0,2,2,4,1,5,4,57.0,2,3,1,1,4,4,2,2,2,1,5,1,1,True
1,1,1,2012.0,1,2,3,4,2,3,20.0,3,3,1,3,5,5,2,2,1,2,2,1,1,False
2,3,2,2012.0,2,7,2,5,3,4,53.0,4,4,1,4,5,6,2,2,2,2,1,1,1,False
1,3,1,2012.0,1,3,4,1,2,4,62.0,3,3,2,3,4,4,2,2,1,1,5,1,2,False
2,3,1,2012.0,1,6,2,3,3,3,41.0,4,4,6,3,4,5,2,2,1,2,1,1,1,False
2,3,2,2012.0,2,6,3,1,4,2,50.0,4,4,1,1,5,5,2,2,2,2,1,1,1,False
1,3,2,2012.0,2,7,3,1,5,2,64.0,4,3,1,3,6,7,2,2,2,2,1,1,1,False
1,2,1,2012.0,2,1,5,2,2,3,63.0,2,2,2,2,5,1,2,2,1,2,7,1,3,False
2,1,1,2012.0,1,6,4,5,3,4,75.0,2,3,5,1,4,4,1,1,1,2,5,2,2,False
2,2,2,2012.0,2,6,4,1,4,1,57.0,4,3,1,4,5,5,2,2,2,2,1,1,1,False
1,1,1,2012.0,2,1,4,5,3,4,84.0,3,2,1,1,4,2,2,2,1,2,5,2,2,False
2,1,4,2012.0,1,1,3,5,4,4,61.0,3,4,1,1,4,4,2,1,1,2,2,1,3,True
3,2,1,2012.0,2,5,3,2,5,1,76.0,3,2,1,2,6,7,2,2,2,2,5,1,1,True
2,3,2,2012.0,1,7,1,5,5,2,61.0,2,4,1,1,6,7,2,2,2,2,1,1,1,False
2,3,1,2012.0,2,1,7,5,2,4,49.0,2,1,1,3,4,1,2,2,1,2,7,1,5,False
1,2,2,2012.0,2,7,2,5,4,4,40.0,4,4,6,2,4,7,2,2,2,2,1,1,2,False
2,2,1,2012.0,1,2,5,1,4,3,43.0,3,3,2,1,4,5,2,2,1,2,1,1,1,False
1,2,1,2012.0,2,7,2,1,4,1,48.0,2,3,1,3,4,6,2,2,2,2,1,1,1,True
2,3,1,2012.0,2,1,4,2,2,3,61.0,4,4,1,2,4,4,2,1,1,2,1,1,3,False
2,2,2,2012.0,2,4,2,5,3,2,64.0,2,3,1,2,6,6,2,2,2,2,1,2,2,False
2,2,2,2012.0,1,7,1,1,5,1,42.0,3,3,1,2,6,7,2,2,2,2,1,1,1,False
2,3,4,2012.0,2,7,3,1,4,2,79.0,2,3,1,2,6,5,2,2,2,2,1,1,1,True
2,3,1,2012.0,1,4,2,5,2,4,42.0,4,4,2,1,4,3,2,2,1,2,2,1,3,False
1,1,2,2012.0,1,5,4,1,2,3,18.0,2,1,1,1,5,5,2,2,2,1,2,2,1,False
2,3,1,2012.0,2,6,6,4,2,4,68.0,4,3,2,2,5,5,2,2,1,2,3,1,2,False
2,2,4,2012.0,2,6,4,5,3,2,53.0,2,1,3,1,4,5,2,1,1,2,2,2,3,True
2,1,4,2012.0,1,5,3,2,3,1,42.0,3,3,1,2,5,3,2,1,1,2,1,1,2,True
2,2,2,2012.0,1,6,4,1,5,2,61.0,3,2,1,3,5,4,2,2,2,2,1,1,1,False
2,2,1,2012.0,1,2,4,5,2,3,28.0,4,4,3,3,4,4,2,1,1,2,1,2,2,False
1,3,2,2012.0,1,5,4,5,4,4,25.0,2,3,1,3,3,5,2,2,2,2,2,1,2,False
2,2,1,2012.0,1,3,3,1,2,2,69.0,3,4,1,2,5,4,2,1,1,1,1,1,2,False
2,2,2,2012.0,1,4,2,3,5,3,63.0,3,4,1,2,5,6,2,2,2,1,3,1,2,False
1,2,2,2012.0,1,3,3,5,2,2,57.0,3,4,1,3,5,4,2,1,1,2,1,1,1,True
1,3,2,2012.0,1,5,3,1,3,2,67.0,3,1,1,1,5,6,2,2,2,2,1,1,2,False
1,2,1,2012.0,2,2,7,5,3,4,40.0,3,3,2,1,5,1,2,2,1,2,2,1,2,False
2,2,1,2012.0,2,2,4,3,3,3,51.0,4,1,1,1,4,4,2,2,1,2,1,2,1,False
1,3,1,2012.0,1,6,1,4,3,2,21.0,2,1,1,1,5,5,2,2,2,2,2,1,3,True
2,2,1,2012.0,2,1,6,5,3,2,62.0,2,2,5,2,4,1,2,2,1,1,1,1,1,False
2,2,1,2012.0,1,3,4,5,3,4,76.0,4,3,1,3,5,4,2,2,1,2,1,1,3,False
2,3,1,2012.0,1,1,4,2,2,3,55.0,4,4,1,2,4,1,2,2,1,1,1,2,2,False
1,2,2,2012.0,2,5,2,5,3,3,55.0,4,4,1,3,5,4,2,2,2,2,1,1,3,False
2,3,2,2012.0,2,7,2,4,5,4,62.0,3,2,1,2,6,7,2,2,2,2,3,1,2,False
1,3,1,2012.0,1,1,5,5,2,2,76.0,4,3,5,2,4,3,2,2,1,2,1,1,2,False
2,1,1,2012.0,2,2,4,2,3,2,26.0,4,4,1,3,4,6,2,2,1,2,2,2,2,False
2,3,1,2012.0,1,3,5,5,2,4,60.0,2,3,1,3,3,1,2,2,1,2,1,1,3,False
3,3,1,2012.0,1,7,3,3,5,2,75.0,4,4,1,2,5,5,1,1,1,2,1,1,1,False
2,3,2,2012.0,1,7,1,4,3,3,70.0,4,3,5,3,5,6,2,2,2,2,1,1,1,False
2,3,1,2012.0,2,4,4,1,2,1,66.0,3,4,1,2,6,1,2,2,1,1,1,1,1,False
2,3,2,2012.0,2,4,3,1,0,4,26.0,3,4,1,3,4,7,2,2,1,2,1,3,1,True
2,3,1,2012.0,1,1,6,5,2,4,48.0,3,4,2,3,3,3,2,2,1,2,1,2,2,False
2,3,1,2012.0,2,1,7,4,5,4,62.0,4,1,1,4,3,1,2,2,1,2,2,1,5,False
2,1,2,2012.0,2,5,4,1,3,1,37.0,4,4,1,2,5,4,2,2,2,2,1,2,2,False
2,2,1,2012.0,2,2,5,5,2,4,22.0,4,1,1,3,1,1,2,2,1,2,2,1,5,False
1,1,1,2012.0,2,2,4,2,2,2,64.0,4,3,1,2,5,4,2,2,1,2,2,1,1,False
1,2,2,2012.0,1,2,5,4,5,2,58.0,2,1,1,1,5,5,2,2,2,1,1,1,4,False
1,2,1,2012.0,2,1,6,5,2,4,64.0,2,1,1,2,5,7,2,2,1,1,1,2,2,False
1,3,1,2012.0,1,1,7,5,1,4,61.0,3,2,1,2,3,1,2,2,1,2,2,1,3,False
2,2,1,2012.0,1,1,4,5,2,4,52.0,2,1,1,2,4,5,2,2,1,2,2,1,4,False
1,2,1,2012.0,1,2,3,5,3,2,56.0,2,3,2,3,4,2,2,1,1,2,2,1,2,False
1,2,2,2012.0,2,4,4,4,3,4,74.0,2,3,1,1,5,4,2,2,2,2,1,1,1,False
1,1,1,2012.0,1,2,5,1,2,4,40.0,3,4,2,1,4,3,2,1,1,1,1,2,3,False
2,3,1,2012.0,1,2,4,1,2,4,51.0,4,4,2,3,4,3,2,2,1,2,1,2,2,False
2,3,2,2012.0,2,7,2,5,5,3,50.0,4,5,1,4,5,6,2,2,2,2,1,1,1,False
1,3,2,2012.0,1,4,2,4,5,4,69.0,4,4,1,1,5,3,2,2,2,2,1,2,2,False
1,2,2,2012.0,2,7,3,5,5,4,63.0,2,2,1,3,6,5,2,2,2,2,1,1,1,False
2,1,1,2012.0,1,4,3,5,2,3,44.0,2,3,5,4,5,3,2,1,1,2,2,1,3,False
2,3,2,2012.0,1,4,2,5,4,4,68.0,2,3,6,1,5,5,2,2,2,1,1,1,2,False
2,2,1,2012.0,2,2,3,5,4,2,35.0,4,4,1,1,5,7,2,1,1,1,1,1,4,False
3,3,2,2012.0,1,4,3,4,4,1,46.0,4,1,2,3,4,7,2,2,1,2,1,2,1,True
1,1,2,2012.0,2,7,3,1,5,1,85.0,3,2,1,4,5,4,2,2,2,2,1,1,3,False
2,2,1,2012.0,1,4,4,4,2,4,55.0,4,3,1,4,3,4,2,2,1,2,2,1,3,False
1,3,1,2012.0,2,2,6,5,2,4,56.0,4,5,1,3,4,1,2,2,1,2,1,2,5,False
2,3,1,2012.0,2,3,3,5,2,4,79.0,2,4,1,1,5,4,2,2,1,2,1,2,1,False
1,3,1,2012.0,2,2,3,5,4,4,76.0,1,2,1,4,5,6,2,2,1,2,1,1,2,False
1,3,1,2012.0,1,1,2,5,2,4,19.0,3,4,1,2,4,2,2,2,1,1,2,1,3,False
1,2,2,2012.0,2,3,5,5,4,4,79.0,4,1,1,2,6,5,2,2,1,2,1,1,1,True
1,2,1,2012.0,2,2,5,4,1,3,59.0,2,1,6,3,5,2,2,2,1,2,1,1,2,False
2,1,1,2012.0,1,2,5,1,3,2,60.0,2,3,2,4,3,4,2,2,1,1,1,1,1,False
1,2,1,2012.0,2,4,4,1,3,2,40.0,4,1,2,2,4,3,2,2,1,1,2,2,1,False
2,3,2,2012.0,2,7,3,5,4,4,62.0,3,1,1,4,6,5,2,2,2,2,1,1,2,False
1,3,1,2012.0,1,1,4,5,3,3,65.0,4,3,2,3,4,3,2,2,1,2,3,1,3,False
1,3,2,2012.0,1,4,3,4,3,2,56.0,4,2,1,3,4,6,2,2,1,2,3,2,2,True
1,2,1,2012.0,1,1,4,4,2,2,51.0,2,1,2,1,5,4,2,2,1,2,7,1,2,False
1,3,2,2012.0,2,7,3,2,5,2,54.0,2,4,5,2,6,7,2,2,2,2,1,1,1,False
1,3,2,2012.0,2,7,3,1,4,2,72.0,3,2,1,3,6,6,2,2,2,2,5,1,1,False
1,2,2,2012.0,1,7,3,1,5,2,80.0,2,3,1,3,6,5,2,2,2,1,1,1,2,False
2,1,2,2012.0,1,7,1,1,5,2,69.0,3,4,1,4,6,4,2,2,2,1,1,1,2,False
1,2,2,2012.0,2,7,2,4,3,1,22.0,2,3,1,4,5,6,2,2,2,2,7,1,1,False
1,1,2,2012.0,1,5,2,1,4,4,70.0,3,3,1,3,6,5,2,2,2,2,1,1,1,False
2,2,1,2012.0,2,2,5,5,2,4,22.0,4,1,1,4,3,3,2,2,1,2,7,2,5,False
2,3,2,2012.0,1,6,3,4,3,4,56.0,4,4,1,1,5,5,2,2,2,2,3,1,1,False
1,3,1,2012.0,1,5,4,1,2,2,51.0,4,5,1,3,4,3,2,2,1,2,1,3,1,False
1,1,4,2012.0,2,3,5,1,3,4,57.0,3,3,1,1,5,5,2,1,1,2,3,1,4,True
2,3,1,2012.0,1,4,4,5,3,4,69.0,4,4,1,4,4,4,2,2,1,2,1,1,2,False
1,2,1,2012.0,2,5,4,5,3,2,28.0,1,2,1,3,4,5,2,1,1,2,7,1,3,False
1,3,2,2012.0,2,7,4,1,4,3,90.0,2,2,1,1,5,7,2,2,2,2,5,1,2,False
2,3,1,2012.0,2,1,4,1,3,4,67.0,3,3,2,1,3,3,2,2,1,1,1,2,2,False
3,3,2,2012.0,1,7,1,4,5,1,44.0,4,3,1,1,5,7,2,2,2,2,3,1,1,False
3,3,1,2012.0,2,1,6,5,2,4,58.0,2,4,1,2,3,1,2,1,1,1,1,2,3,False
